,country,city,phase,start_year,end_year,rr,length,tunnelper,tunnel,elevated,atgrade,stations,platform_length_meters,anglo,real_cost_2021,cost_km_2021,country_name,Region,IncomeGroup,2021,rule_of_law,no_corruption,enforcement
377,CN,Hefei,Line 3 Phase 1,2014,2019,0.0,37.2,0.89,32.97,,,33.0,117,0.0,6896.268303932768,185.38355655733247,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
378,CN,Nanjing,Line S8 Southern Extension,2017,2020,0.0,2.5,1.0,2.5,0.0,0.0,2.0,,0.0,484.8652213060453,193.9460885224181,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
379,CN,Chongqing,Line 5A,2019,2024,0.0,28.96,0.6256906077,18.12,0.0,0.0,19.0,,0.0,5200.361771117492,179.57050314632224,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
380,CN,Fuzhou,Line 6,2015,2019,0.0,40.5,0.7901234568,32.0,0.455,8.05,20.0,,0.0,8175.07928190805,201.8538094298284,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
381,CN,Shanghai,Airport Contact Line,2019,2025,0.0,68.6,0.83,56.7,0.0,0.0,9.0,,0.0,12289.671709908524,179.14973338059076,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
382,CN,Zhengzhou,Line 12 Phase 1,2019,2024,0.0,17.034,1.0,17.034,,,12.0,117,0.0,2864.415,168.15868263473055,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
383,CN,Beijing,Line 10 North and East,2003,2008,0.0,24.64,1.0,24.64,0.0,0.0,22.0,,0.0,6688.963129032258,271.467659457478,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
384,CN,Changsha,Line 5 Phase 1,2014,2021,0.0,22.7,1.0,22.7,0.0,0.0,18.0,117,0.0,5432.706202113297,239.32626441027745,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
385,CN,Wuhan,Line 7 South,2016,2020,0.0,14.2,1.0,14.2,0.0,0.0,7.0,,0.0,2831.604889100782,199.40879500709727,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
386,CN,Changchun,Line 7 Phase 1,2020,2025,0.0,22.5,1.0,22.5,0.0,0.0,19.0,,0.0,3985.307243007961,177.12476635590937,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
387,CN,Shenyang,Line 1 Eastern Extension,2020,2025,0.0,15.0,1.0,15.0,0.0,0.0,9.0,117,0.0,2610.84343866978,174.05622924465197,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
388,CN,Nanjing,Line 11 Phase 1,2018,2021,0.0,27.0,0.95,25.6,,,20.0,117,0.0,5264.6002145105895,194.98519313002183,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
389,CN,Xiamen,Line 3 Phase 2,2016,2020,0.0,22.6,0.7433628319,16.8,0.0,0.0,13.0,,0.0,4294.358599457516,190.01586723263347,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
390,CN,Hefei,Line 4 Phase 1,2015,2020,0.0,36.0,1.0,36.0,0.0,0.0,28.0,117,0.0,7395.170264683024,205.42139624119517,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
391,CN,Guiyang,Line 2 Phase 2,2017,2022,0.0,12.8,0.8125,10.4,2.27,0.162,8.0,,0.0,2401.6556110863435,187.62934461612056,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
392,CN,Chengdu,Line 10 Phase 3,2019,2025,0.0,5.5,1.0,5.5,0.0,0.0,4.0,138,0.0,937.3810838740968,170.4329243407449,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
393,CN,Hefei,Line 1 Phase 1+2,2012,2016,0.0,24.58,1.0,24.58,0.0,0.0,26.0,117,0.0,5466.840816815771,222.4101227345717,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
394,CN,Wuhan,Line 4 Western Extension,2016,2018,0.0,4.0,0.85,3.4,0.0,0.0,2.0,,0.0,776.921591447027,194.2303978617568,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
395,CN,Tianjin,Z4 Phase 1,2015,2020,0.0,43.7,0.3455377574,15.1,0.0,0.0,20.0,,0.0,8465.023824198266,193.70763899767195,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
396,CN,Beijing,Daxing Airport Express Phase 1,2016,2019,0.0,44.0,0.7562795038877426,33.276298171060674,,,3.0,,0.0,7017.745358820607,159.49421270046832,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
397,CN,Beijing,Daxing Airport Express Phase 2,2019,2024,0.0,3.5,0.7562795038877426,2.646978263607099,,,2.0,,0.0,1019.1118349976726,291.174809999335,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
398,CN,Beijing,Line 8 Phase 1 for Olympics,2005,2008,0.0,4.528,1.0,4.528,0.0,0.0,4.0,,0.0,1181.5540709677418,260.94392026672745,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
399,CN,Xi'an,Line 1 Phase 3,2019,2023,0.0,10.6,1.0,10.6,,,7.0,117,0.0,2127.817,200.7374528301887,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
400,CN,Changsha,Line 3 Phase 1,2012,2016,0.0,35.6,0.8389082213153848,29.8651326788277,,,25.0,,0.0,6242.626139197128,175.35466683138,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
401,CN,Chengdu,Line 27 Phase 1,2019,2024,0.0,24.86,0.7,17.35,,,17.0,117,0.0,4184.160397798612,168.30894600959826,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
402,CN,Hangzhou,Line 7,2017,2021,0.0,45.0,0.8852631578947369,39.83684210526316,,,22.0,,0.0,8217.204454828403,182.6045434406312,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
403,CN,Taiyuan,Line 1 Phase 1,2021,2026,0.0,28.737,1.0,28.737,,,24.0,138,0.0,5367.6293,186.78460869262625,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
404,CN,Changsha,Line 4 Phase 1,2013,2017,0.0,33.5,0.8389082213153848,28.10342541406539,,,24.0,,0.0,7270.341527600896,217.02512022689243,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
405,CN,Suzhou,Line 6,2020,2025,0.0,36.2,1.0,36.2,,,31.0,117,0.0,5995.469461498933,165.6207033563241,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
406,CN,Xi'an,Line 15 Phase 1,2020,2025,0.0,19.0,1.0,19.0,0.0,0.0,11.0,,0.0,3137.0482128789745,165.10780067784077,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
407,CN,Guiyang,S2 Phase 1 North,2021,2026,0.0,30.32,0.75,22.64,,,13.0,117,0.0,4123.33555,135.99391655672824,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
408,CN,Zhengzhou,Line 10 Phase 1,2019,2024,0.0,21.3,1.0,21.3,,,12.0,138,0.0,3303.697,155.10314553990608,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
409,CN,Changsha,Line 2 West Extension,2017,2021,0.0,14.72,0.7826086957,11.52,0.0,0.0,11.0,,0.0,2513.3782995675588,170.74580839453523,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
410,CN,Kunming,Line 1 Feeder,2013,2015,0.0,5.2,0.8813895487000001,4.58322565324,,,4.0,,0.0,1049.810573882734,201.88664882360268,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
411,CN,Hangzhou,Line 2 Phase 3,2017,2020,0.0,1.6,0.8852631578947369,1.416421052631579,,,1.0,,0.0,279.9806187319537,174.98788670747103,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
412,CN,Zhengzhou,Line 8 Phase 1,2019,2024,0.0,50.63,1.0,50.63,,,27.0,138,0.0,7413.65811,146.4281672921193,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
413,CN,Chengdu,Line 19 Phase 2,2019,2024,0.0,42.87,1.0,42.87,,,12.0,184,0.0,8959.607464219638,208.99480905574148,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
414,CN,Zhengzhou,Line 3 Phase 2,2021,2026,0.0,6.305,1.0,6.305,,,4.0,138,0.0,853.947,135.43965107057892,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
415,CN,Taiyuan,Line 2 Phase 1,2012,2016,0.0,25.1,0.6833333333333331,17.151666666666664,,,22.0,,0.0,5017.125553211323,199.8854802076224,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
416,CN,Shenyang,Line 3 Phase 1,2019,2025,0.0,38.4,1.0,38.4,,,28.0,,0.0,5834.667510766378,151.94446642620775,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
417,CN,Guangzhou,Line 3 Eastern Extension,2019,2022,0.0,9.6,1.0,9.6,0.0,0.0,4.0,,0.0,1505.437774722585,156.81643486693594,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
418,CN,Beijing,Daxing Line,2007,2010,0.0,21.8,0.8027522936,17.5,4.36,0.0,11.0,,0.0,4756.618530254363,218.1935105621267,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
419,CN,Xi'an,Line 16 Phase 1,2019,2024,0.0,15.03,1.0,15.03,,,9.0,117,0.0,2540.809,169.04916833000664,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
420,CN,Tianjin,Z2 Phase 1,2017,2020,0.0,52.8,0.3390151515,17.9,0.0,0.0,5.0,,0.0,8841.391307374577,167.45059294270033,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
421,CN,Kunming,Line 3 Phase 2,2013,2018,0.0,4.0,0.8813895487,3.5255581948,,,3.0,117,0.0,706.4693142700006,176.61732856750015,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
422,CN,Changchun,Line 2 Eastern Extension,2019,2025,0.0,9.1,1.0,9.1,0.0,0.0,5.0,,0.0,1312.2384305893504,144.20202533948907,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
423,CN,Hangzhou,Line 5 Phase 2,2017,2020,0.0,3.2,0.8852631578947369,2.832842105263158,,,2.0,,0.0,497.0506126071324,155.32831643972887,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
424,CN,Guiyang,S1 Phase 1,2016,2020,0.0,28.5,0.5298245614,15.1,0.0,0.0,12.0,,0.0,4386.45748719829,153.91078902450144,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
425,CN,Changsha,Line 2 West Extension Phase 1,2012,2015,0.0,4.5,0.8389082213153848,3.775086995919232,,,4.0,,0.0,817.2423287019698,181.60940637821548,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
426,CN,Beijing,Line 5,2002,2007,0.0,27.6,0.7562795038877427,20.873314307301698,,,23.0,,0.0,6110.8110111169935,221.4061960549635,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
427,CN,Chongqing,Ring Line,2012,2016,0.0,50.93,0.86,43.622,,,33.0,117,0.0,10401.465756201002,204.2306254899077,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
428,CN,Changsha,Line 1 North Extension Phase 1,2017,2021,0.0,9.93,0.5438066465,5.4,0.0,0.0,5.0,117,0.0,1614.554271907637,162.59358226663014,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
429,CN,Kunming,Line 5,2020,2025,0.0,26.45,1.0,26.45,,,22.0,117,0.0,5717.215620047063,216.1518192834428,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
430,CN,Xiamen,Line 4,2017,2022,0.0,69.6,0.4482758621,31.2,0.0,0.0,18.0,,0.0,10274.268535167725,147.61880079263975,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
431,CN,Chongqing,Line 6 Branch (EXPO) Phase 2,2016,2020,0.0,13.99,0.6383130808,8.93,0.0,0.0,7.0,117,0.0,1911.4539135109733,136.63001526168503,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
432,CN,Nanjing,Line 3 Phase 3,2015,2017,0.0,6.6,1.0,6.6,0.0,0.0,2.0,,0.0,994.0112996114204,150.60777266839705,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
433,CN,Chongqing,Line 9 Phase 2,2016,2020,0.0,10.77,0.8085139439,8.707695175803,,,5.0,,0.0,1782.3916367827544,165.49597370313413,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
434,CN,Chongqing,Line 9 Phase 1,2021,2026,0.0,32.3,0.8085139439,26.11500038797,,,26.0,117,0.0,5042.9,156.12693498452012,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
435,CN,Wuhan,Line 2 Northern Extension,2016,2021,0.0,19.8,0.69,13.7,,,7.0,156,0.0,2674.268318799035,135.06405650500176,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
436,CN,Xi'an,Line 10 Phase 1,2020,2026,0.0,34.11,0.8538461538461538,29.124692307692307,,,16.0,117,0.0,5234.817,153.46868953386104,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
437,CN,Chongqing,Line 4 Phase 1,2013,2018,0.0,15.77,0.7006975269,11.05,4.731,0.0,9.0,,0.0,2796.0018460488427,177.2987854184428,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
438,CN,Nanchang,Line 1 Eastern Extension,2018,2021,0.0,4.1,1.0,4.1,0.0,0.0,2.0,,0.0,601.7160389339163,146.76000949607717,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
439,CN,Changsha,Line 6 East,2018,2022,0.0,12.15,1.0,12.15,0.0,0.0,5.0,,0.0,1622.216205124021,133.51573704724453,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
440,CN,Kunming,Line 4,2020,2025,0.0,43.5,1.0,43.5,,,26.0,117,0.0,7582.417179563467,174.30844090950498,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
441,CN,Changsha,Line 4 North Extension,2018,2022,0.0,14.26,0.1444600281,2.06,0.0,0.0,8.0,,0.0,1804.7815793488903,126.56252309599512,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
442,CN,Shanghai,Line 11 (to Disney),2011,2016,0.0,9.15,0.1595628415,1.46,7.73,0.0475,3.0,,0.0,1448.5669986846349,158.3133331895776,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
443,CN,Wuhan,Line 16,2020,2025,0.0,33.0,0.38,12.7,,,12.0,138,0.0,4247.374734536014,128.70832528897012,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
444,CN,Nanchang,Line 2 Western Extension,2015,2018,0.0,8.5,1.0,8.5,0.0,0.0,7.0,,0.0,1159.1882514756326,136.37508840889797,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
445,CN,Beijing,Line 15 Phase 1,2009,2014,0.0,41.4,0.6690821256,27.7,13.605,0.471,18.0,117,0.0,6747.657023883773,162.98688463487372,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
446,CN,Shanghai,Line 6,2002,2011,0.0,33.09,0.6361438501,21.05,11.845,0.3983,28.0,,0.0,6723.791439688717,203.19708188844717,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
447,CN,Wuhan,Line 1 Phase 4 (Jinghe),2015,2017,0.0,3.97,0.0,0.0,3.97,0.0,2.0,,0.0,513.2283861495167,129.27667157418557,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
448,CN,Changchun,Line 9 (Konggang),2019,2025,0.0,28.2,0.4929078014,13.9,0.0,0.0,8.0,,0.0,3232.643493012939,114.63274797918224,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
449,CN,Chongqing,Line 6 Branch (EXPO),2013,2018,0.0,12.1,0.98,11.9,,,5.0,117,0.0,1766.514283880717,145.99291602319974,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
450,CN,Kunming,Line 2 Phase 2,2017,2019,0.0,9.2,1.0,9.2,0.0,0.0,8.0,,0.0,1691.2556311250578,183.8321338179411,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
451,CN,Chongqing,Line 5 Phase 1,2013,2017,0.0,40.0,0.8085139438999999,32.340557755999995,,,25.0,,0.0,6365.548325484962,159.13870813712407,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
452,CN,Kunming,Line 6,2020,2025,0.0,25.61,0.59,15.01,,,8.0,117,0.0,3545.984880588538,138.46094809014207,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
453,CN,Beijing,Line 13B,2019,2022,0.0,32.2,0.3198757763975155,10.3,12.11,10.108,15.0,,0.0,3188.5083154382623,99.02199737385908,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
454,CN,Changsha,Line 5 North Extension,2019,2022,0.0,3.65,0.4849315068,1.77,0.0,0.0,2.0,,0.0,372.2642724787858,101.99021163802354,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
455,CN,Beijing,Line 8 Northern Extension,2011,2013,0.0,6.328,0.7345132743,4.648,1.7091,0.0,3.0,,0.0,1098.9485720839873,173.66443933059216,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
456,CN,Shanghai,Line 8 Phase 3 (Pujiang Line),2016,2018,0.0,6.689,0.0,0.0,6.65,0.04,6.0,,0.0,937.08424298679,140.09332381324415,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
457,CN,Kunming,Line 1 Southern Extension,2013,2015,0.0,7.3,0.8813895487,6.43414370551,,,3.0,,0.0,760.5252040076067,104.18153479556258,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
458,CN,Beijing,Capital Airport Express,2005,2008,0.0,28.1,0.0,0.0,17.315,10.785,4.0,,0.0,303.8351646129032,10.812639310067729,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
459,CN,Wenzhou,M1,2022,2027,0.0,32.5,1.0,32.5,,,23.0,117,0.0,6214.0,191.2,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
460,CN,Lanzhou,Line 2 Phase 1,2021,2026,0.0,9.6,1.0,9.6,,,9.0,138,0.0,2141.44,223.0666666666667,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
461,CN,Lanzhou,Line 1 Phase 1,2014,2019,0.0,25.9,1.0,25.9,,,20.0,138,0.0,4998.693099582643,192.99973357461943,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
462,CN,Dongguan,Line 1 Phase 1,2021,2026,0.0,57.46,0.86,49.4,,,25.0,117,0.0,9579.651248978123,166.7186085795009,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
463,CN,Dongguan,Line 1 Phase 2,2023,2028,0.0,10.9,0.3486238532110091,3.8,0.0,0.0,4.0,,0.0,1527.4064754729968,140.12903444706393,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
464,CN,Dongguan,Line 1 Phase 3,2021,2026,0.0,51.5,1.0,51.5,,,20.0,117,0.0,9284.764680881022,180.2866928326412,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
465,CN,Dongguan,Line 1 Feeder Phase 1,2022,2027,0.0,25.56,1.0,25.56,0.0,0.0,10.0,,0.0,4414.217326887196,172.70020840716728,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
466,CN,Dongguan,Line 2 Phase 3,2022,2027,0.0,17.5,0.96,16.8,,,9.0,117,0.0,3705.6318950781706,211.7503940044669,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
467,CN,Dongguan,Line 3 Phase 1,2023,2028,0.0,50.14,1.0,50.14,0.0,0.0,18.0,,0.0,8117.074412513641,161.88820128667015,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
468,CN,Dongguan,Line 3 feeder,2024,2028,0.0,1.8,1.0,1.8,0.0,0.0,1.0,,0.0,327.17525989900525,181.76403327722517,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
469,SA,Riyadh,Blue,2015,2016,0.0,38.0,0.4263157894736842,16.2,0.0,0.0,22.0,,0.0,13889.508318702596,365.513376807963,Saudi Arabia,Middle East & North Africa,High income,24160.67605,,,
470,SA,Riyadh,Red,2014,2020,0.0,25.3,0.0,0.0,0.0,0.0,13.0,,0.0,6096.903514382484,240.98432863171877,Saudi Arabia,Middle East & North Africa,High income,24160.67605,,,
471,SA,Riyadh,Orange,2014,2017,0.0,40.7,0.14004914004914,5.7,0.0,0.0,20.0,,0.0,10589.135895465688,260.17532912692104,Saudi Arabia,Middle East & North Africa,High income,24160.67605,,,
472,SA,Riyadh,Yellow,2014,2020,0.0,29.6,0.0,0.0,0.0,0.0,8.0,,0.0,4805.545478350084,162.349509403719,Saudi Arabia,Middle East & North Africa,High income,24160.67605,,,
473,SA,Riyadh,Green,2015,2016,0.0,12.9,0.9302325581395348,12.0,0.0,0.0,11.0,,0.0,4699.696459003165,364.31755496148565,Saudi Arabia,Middle East & North Africa,High income,24160.67605,,,
474,SA,Riyadh,Purple,2014,2019,0.0,29.9,0.0,0.0,0.0,0.0,6.0,,0.0,7049.544688504748,235.77072536805176,Saudi Arabia,Middle East & North Africa,High income,24160.67605,,,
475,SA,Jeddah,Jeddah Metro,2014,2025,0.0,161.1,0.1241464928615766,20.0,0.0,0.0,81.0,,0.0,19686.78786753693,122.20228347322738,Saudi Arabia,Middle East & North Africa,High income,24160.67605,,,
476,SA,Ad Dammam,Dammam Metro (a-Sharqiya),2014,2019,0.0,50.0,0.0,0.0,0.0,0.0,23.741935483870968,,0.0,32269.45812084969,645.3891624169938,Saudi Arabia,Middle East & North Africa,High income,24160.67605,,,
477,QA,Doha,Doha Metro,2013,2026,0.0,124.0,0.8991935483870968,111.5,0.0,0.0,37.0,,0.0,104685.8433101388,844.240671855958,Qatar,Middle East & North Africa,High income,66838.32764,,,
478,BH,Bahrain,Phase 1 (Red & Blue),2018,2023,1.0,28.6,0.0,0.0,0.0,0.0,20.0,,0.0,2400.6659313063988,83.93936822749644,Bahrain,Middle East & North Africa,High income,26860.0725,,,
479,BH,Bahrain,Phase 2,2020,2025,1.0,72.7,0.0,0.0,0.0,0.0,28.70681145113524,,0.0,9319.968265032836,128.19763775836086,Bahrain,Middle East & North Africa,High income,26860.0725,,,
480,AE,Dubai,Phase 1 - Red Line,2005,2010,0.0,35.0,0.1342857142857142,4.7,0.0,0.0,29.0,,0.0,10489.16129032258,299.6903225806452,United Arab Emirates,Middle East & North Africa,High income,44315.55418,0.64,0.8,0.71
481,AE,Dubai,Phase 2 - Green Line,2006,2010,0.0,22.5,0.3511111111111111,7.9,0.0,0.0,20.0,,0.0,9193.625000000002,408.6055555555556,United Arab Emirates,Middle East & North Africa,High income,44315.55418,0.64,0.8,0.71
482,AE,Dubai,Phase 3 (Red Line Extension/Route 2020),2016,2020,0.0,15.0,0.2133333333333333,3.2,0.0,0.0,7.0,,0.0,6220.838142220852,414.7225428147235,United Arab Emirates,Middle East & North Africa,High income,44315.55418,0.64,0.8,0.71
483,EG,Cairo,Line 1,1982,1987,1.0,44.0,0.1431818181818182,6.3,0.0,0.0,35.0,,0.0,5802.240536971832,131.86910311299616,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,3886.722498,0.35,0.38,0.36
484,EG,Cairo,Line 2,1993,2005,0.0,22.0,0.4318181818181818,9.5,0.0,0.0,20.0,,0.0,13458.31541218638,611.7416096448355,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,3886.722498,0.35,0.38,0.36
485,EG,Cairo,Line 3 Phase 1,2006,2012,0.0,4.3,1.0,4.3,0.0,0.0,5.0,,0.0,3789.136605806924,881.1945594899825,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,3886.722498,0.35,0.38,0.36
486,EG,Cairo,Line 4 (4 Phases),2019,2027,0.0,19.0,0.5568452380952381,10.580059523809524,,,17.0,,0.0,13736.260693037935,722.9610891072598,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,3886.722498,0.35,0.38,0.36
487,EG,Cairo,Line 6,2017,2025,0.0,21.0,0.6523809523809524,13.7,0.0,0.0,24.0,,0.0,13707.686031331594,652.746953872933,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,3886.722498,0.35,0.38,0.36
488,KW,Kuwait City,Kuwait Metro,2020,2025,0.0,160.0,0.35,56.0,0.0,0.0,68.0,,0.0,31828.19895599492,198.92624347496823,Kuwait,Middle East & North Africa,High income,32186.76541,,,
489,CN,Shanghai,Line 15,2016,2021,0.0,42.3,1.0,42.3,,,30.0,138,0.0,12028.294462424265,284.35684308331594,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
490,CN,Shanghai,Line 14,2014,2021,0.0,38.15,1.0,38.15,,,31.0,184,0.0,13879.447,363.81250327654,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
491,CN,Shanghai,Line 16,2010,2014,0.0,58.96,0.23219131614654,13.69,45.3992,0.0,33.63905920054734,,0.0,6770.024947719851,114.82403235617116,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
492,CN,Shenzhen,Line 7,2011,2016,0.0,30.2,1.0,30.2,0.0,0.0,28.0,,0.0,8534.394731903314,282.5958520497786,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
493,CN,Shenzhen,Line 8 Phase 2,2019,2024,0.0,8.023,1.0,8.023,,,4.0,138,0.0,1509.524,188.1495699862894,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
494,CN,Guangzhou,Line 13 Phase 1,2013,2017,0.0,27.03,1.0,27.03,0.0,0.0,11.0,,0.0,6045.460890979883,223.6574506466845,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
495,CN,Guiyang,Line 1 Phase 1,2013,2017,0.0,34.3,0.8454810495626823,29.0,5.14,0.348,25.0,,0.0,7221.111411747441,210.52802949700995,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
496,CN,Wuhan,Line 4 Phase 1,2009,2014,0.0,15.4,1.0,15.4,0.0,0.0,15.0,,0.0,3763.623085994491,244.39110948016173,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
497,CN,Chengdu,Line 8 Phase 1,2021,2026,0.0,29.1,1.0,29.1,,,25.0,138,0.0,5992.831649514779,205.93923194208864,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
498,CN,Chengdu,Line 9 Phase 1,2016,2020,0.0,22.2,1.0,22.2,0.0,0.0,13.0,,0.0,5350.960021650249,241.03423520947064,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
499,CN,Chengdu,Line 10 Phase 2,2016,2020,0.0,26.7,0.3895131086142322,10.4,16.554,0.0,9.0,138,0.0,3728.162975746541,139.63157212533864,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
